Date,FacilityID,ProductID,VolumeInPallet
2024-01-07,F02,P095,63
2024-01-07,F02,P096,14
2024-01-07,F02,P097,37
2024-01-07,F02,P098,9
2024-01-07,F02,P099,30
2024-01-07,F02,P100,13
2024-01-07,F03,P001,154
2024-01-07,F03,P002,242
2024-01-07,F03,P003,23
2024-01-07,F03,P004,28
2024-01-07,F03,P005,42
2024-01-07,F03,P006,87
2024-01-07,F03,P007,120
2024-01-07,F03,P008,95
2024-01-07,F03,P009,75
2024-01-07,F03,P010,129
2024-01-07,F03,P011,205
2024-01-07,F03,P012,20
2024-01-07,F03,P013,80
2024-01-07,F03,P014,214
2024-01-07,F03,P015,29
2024-01-07,F03,P016,165
2024-01-07,F03,P017,102
2024-01-07,F03,P018,128
2024-01-07,F03,P019,104
2024-01-07,F03,P020,41
2024-01-07,F03,P021,59
2024-01-07,F03,P022,198
2024-01-07,F03,P023,53
2024-01-07,F03,P024,297
2024-01-07,F03,P025,35
2024-01-07,F03,P026,31
2024-01-07,F03,P027,152
2024-01-07,F03,P028,50
2024-01-07,F03,P029,74
2024-01-07,F03,P030,181
2024-01-07,F03,P031,25
2024-01-07,F03,P032,24
2024-01-07,F03,P033,81
2024-01-07,F03,P034,440
2024-01-07,F03,P035,285
2024-01-07,F03,P036,37
2024-01-07,F03,P037,58
2024-01-07,F03,P038,60
2024-01-07,F03,P039,111
2024-01-07,F03,P040,22
2024-01-07,F03,P041,29
2024-01-07,F03,P043,156
2024-01-07,F03,P044,72
2024-01-07,F03,P045,41
2024-01-07,F03,P046,122
2024-01-07,F03,P047,19
2024-01-07,F03,P048,82
2024-01-07,F03,P049,134
2024-01-07,F03,P050,170
2024-01-07,F03,P051,67
2024-01-07,F03,P052,16
2024-01-07,F03,P053,86
2024-01-07,F03,P054,59
2024-01-07,F03,P055,56
2024-01-07,F03,P056,88
2024-01-07,F03,P057,167
2024-01-07,F03,P058,111
2024-01-07,F03,P059,135
2024-01-07,F03,P060,25
2024-01-07,F03,P061,104
2024-01-07,F03,P062,39
2024-01-07,F03,P063,33
2024-01-07,F03,P064,36
2024-01-07,F03,P065,134
2024-01-07,F03,P066,36
2024-01-07,F03,P067,140
2024-01-07,F03,P068,381
2024-01-07,F03,P069,58
2024-01-07,F03,P070,28
2024-01-07,F03,P071,55
2024-01-07,F03,P072,37
2024-01-07,F03,P073,42
2024-01-07,F03,P074,59
2024-01-07,F03,P075,51
2024-01-07,F03,P076,31
2024-01-07,F03,P077,47
2024-01-07,F03,P078,54
2024-01-07,F03,P079,142
2024-01-07,F03,P080,124
2024-01-07,F03,P081,58
2024-01-07,F03,P082,176
2024-01-07,F03,P083,81
2024-01-07,F03,P084,303
2024-01-07,F03,P085,35
2024-01-07,F03,P086,42
2024-01-07,F03,P087,47
2024-01-07,F03,P088,38
2024-01-07,F03,P089,67
2024-01-07,F03,P090,91
2024-01-07,F03,P091,43
2024-01-07,F03,P092,41
2024-01-07,F03,P093,60
2024-01-07,F03,P094,54
2024-01-07,F03,P095,289
2024-01-07,F03,P096,48
2024-01-07,F03,P097,97
2024-01-07,F03,P098,47
2024-01-07,F03,P099,271
2024-01-07,F03,P100,46
2024-01-07,F04,P001,308
2024-01-07,F04,P002,790
2024-01-07,F04,P003,225
2024-01-07,F04,P004,201
2024-01-07,F04,P005,439
2024-01-07,F04,P006,37
2024-01-07,F04,P007,282
2024-01-07,F04,P008,698
2024-01-07,F04,P009,65
2024-01-07,F04,P010,737
2024-01-07,F04,P011,327
2024-01-07,F04,P012,588
2024-01-07,F04,P013,737
2024-01-07,F04,P015,324
2024-01-07,F04,P016,325
2024-01-07,F04,P018,270
2024-01-07,F04,P019,29
2024-01-07,F04,P020,140
2024-01-07,F04,P021,557
2024-01-07,F04,P022,392
2024-01-07,F04,P023,35
2024-01-07,F04,P024,316
2024-01-07,F04,P025,230
2024-01-07,F04,P026,34
2024-01-07,F04,P027,41
2024-01-07,F04,P028,1034
2024-01-07,F04,P029,100
2024-01-07,F04,P030,87
2024-01-07,F04,P031,117
2024-01-07,F04,P032,110
2024-01-07,F04,P033,807
2024-01-07,F04,P034,22
2024-01-07,F04,P035,929
2024-01-07,F04,P036,56
2024-01-07,F04,P037,354
2024-01-07,F04,P038,234
2024-01-07,F04,P039,1051
2024-01-07,F04,P040,399
2024-01-07,F04,P041,512
2024-01-07,F04,P042,1085
2024-01-07,F04,P043,171
2024-01-07,F04,P044,822
2024-01-07,F04,P045,35
2024-01-07,F04,P046,73
2024-01-07,F04,P047,247
2024-01-07,F04,P048,331
2024-01-07,F04,P049,87
2024-01-07,F04,P050,1286
2024-01-07,F04,P051,776
2024-01-07,F04,P052,1309
2024-01-07,F04,P053,381
2024-01-07,F04,P054,407
2024-01-07,F04,P055,208
2024-01-07,F04,P056,1073
2024-01-07,F04,P057,376
2024-01-07,F04,P058,184
2024-01-07,F04,P059,93
2024-01-07,F04,P060,243
2024-01-07,F04,P061,181
2024-01-07,F04,P062,342
2024-01-07,F04,P063,258
2024-01-07,F04,P064,389
2024-01-07,F04,P065,467
2024-01-07,F04,P068,213
2024-01-07,F04,P069,336
2024-01-07,F04,P070,50
2024-01-07,F04,P071,331
2024-01-07,F04,P072,273
2024-01-07,F04,P073,120
2024-01-07,F04,P074,271
2024-01-07,F04,P075,432
2024-01-07,F04,P076,627
2024-01-07,F04,P077,167
2024-01-07,F04,P078,380
2024-01-07,F04,P079,382
2024-01-07,F04,P081,218
2024-01-07,F04,P082,404
2024-01-07,F04,P083,751
2024-01-07,F04,P084,68
2024-01-07,F04,P085,678
2024-01-07,F04,P086,266
2024-01-07,F04,P087,165
2024-01-07,F04,P091,744
2024-01-07,F04,P092,492
2024-01-07,F04,P093,265
2024-01-07,F04,P094,571
2024-01-07,F04,P095,196
2024-01-07,F04,P096,518
2024-01-07,F04,P097,1085
2024-01-07,F04,P098,235
2024-01-07,F04,P099,197
2024-01-07,F04,P100,94
2024-01-07,F05,P002,225
2024-01-07,F05,P003,625
2024-01-07,F05,P005,847
2024-01-07,F05,P007,1509
2024-01-07,F05,P008,584
2024-01-07,F05,P009,34
2024-01-07,F05,P010,503
2024-01-07,F05,P015,1890
2024-01-07,F05,P018,747
2024-01-07,F05,P020,1003
2024-01-07,F05,P021,658
2024-01-07,F05,P022,1117
2024-01-07,F05,P024,485
2024-01-07,F05,P025,474
2024-01-07,F05,P026,591
2024-01-07,F05,P028,2533
2024-01-07,F05,P032,1246
2024-01-07,F05,P034,575
2024-01-07,F05,P035,46
2024-01-07,F05,P037,90
2024-01-07,F05,P038,437
2024-01-07,F05,P039,1593
2024-01-07,F05,P041,871
2024-01-07,F05,P042,772
2024-01-07,F05,P044,166
2024-01-07,F05,P046,246
2024-01-07,F05,P047,1664
2024-01-07,F05,P048,212
2024-01-07,F05,P051,553
2024-01-07,F05,P055,719
2024-01-07,F05,P056,1120
2024-01-07,F05,P059,172
2024-01-07,F05,P061,183
2024-01-07,F05,P062,567
2024-01-07,F05,P063,1134
2024-01-07,F05,P064,1808
2024-01-07,F05,P069,208
2024-01-07,F05,P070,40
2024-01-07,F05,P071,308
2024-01-07,F05,P076,867
2024-01-07,F05,P079,77
2024-01-07,F05,P081,196
2024-01-07,F05,P085,218
2024-01-07,F05,P088,1235
2024-01-07,F05,P089,1185
2024-01-07,F05,P091,98
2024-01-07,F05,P093,131
2024-01-07,F05,P095,628
2024-01-07,F05,P096,250
2024-01-07,F05,P097,2015
2024-01-07,F05,P036,128
2024-01-07,F05,P016,338
2024-01-07,F05,P098,394
2024-01-07,F05,P006,629
2024-01-07,F05,P090,229
2024-01-07,F05,P074,483
2024-01-07,F05,P060,2024
2024-01-07,F05,P030,2129
2024-01-07,F05,P050,874
2024-01-07,F05,P099,670
2024-01-07,F06,P001,364
2024-01-07,F06,P002,21
2024-01-07,F06,P005,394
2024-01-07,F06,P006,2241
2024-01-07,F06,P007,10
2024-01-07,F06,P008,994
2024-01-07,F06,P009,538
2024-01-07,F06,P010,85
2024-01-07,F06,P011,262
2024-01-07,F06,P013,828
2024-01-07,F06,P014,129
2024-01-07,F06,P016,149
2024-01-07,F06,P017,294
2024-01-07,F06,P018,686
2024-01-07,F06,P020,28
2024-01-07,F06,P021,626
2024-01-07,F06,P022,328
2024-01-07,F06,P023,921
2024-01-07,F06,P024,736
2024-01-07,F06,P025,164
2024-01-07,F06,P026,277
2024-01-07,F06,P027,1081
2024-01-07,F06,P028,419
2024-01-07,F06,P029,156
2024-01-07,F06,P030,41
2024-01-07,F06,P031,873
2024-01-07,F06,P032,261
2024-01-07,F06,P033,80
2024-01-07,F06,P034,396
2024-01-07,F06,P035,84
2024-01-07,F06,P036,369
2024-01-07,F06,P037,378
2024-01-07,F06,P039,140
2024-01-07,F06,P041,583
2024-01-07,F06,P042,245
2024-01-07,F06,P043,1248
2024-01-07,F06,P044,727
2024-01-07,F06,P045,204
2024-01-07,F06,P046,301
2024-01-07,F06,P047,345
2024-01-07,F06,P048,190
2024-01-07,F06,P050,497
2024-01-07,F06,P051,414
2024-01-07,F06,P052,168
2024-01-07,F06,P053,479
2024-01-07,F06,P054,283
2024-01-07,F06,P055,780
2024-01-07,F06,P057,177
2024-01-07,F06,P058,396
2024-01-07,F06,P059,346
2024-01-07,F06,P060,1624
2024-01-07,F06,P061,1175
2024-01-07,F06,P062,26
2024-01-07,F06,P063,95
2024-01-07,F06,P064,317
2024-01-07,F06,P065,299
2024-01-07,F06,P066,586
2024-01-07,F06,P068,128
2024-01-07,F06,P069,464
2024-01-07,F06,P070,233
2024-01-07,F06,P071,95
2024-01-07,F06,P072,30
2024-01-07,F06,P073,561
2024-01-07,F06,P074,598
2024-01-07,F06,P076,1178
2024-01-07,F06,P077,2389
2024-01-07,F06,P078,889
2024-01-07,F06,P079,37
2024-01-07,F06,P080,515
2024-01-07,F06,P081,1240
2024-01-07,F06,P082,943
2024-01-07,F06,P083,123
2024-01-07,F06,P084,185
2024-01-07,F06,P085,337
2024-01-07,F06,P086,86
2024-01-07,F06,P088,1742
2024-01-07,F06,P089,468
2024-01-07,F06,P091,37
2024-01-07,F06,P092,153
2024-01-07,F06,P094,17
2024-01-07,F06,P095,23
2024-01-07,F06,P096,11
2024-01-07,F06,P097,82
2024-01-07,F06,P098,345
2024-01-07,F06,P099,341
2024-01-07,F06,P100,375
2024-01-14,F01,P001,199
2024-01-14,F01,P004,95
2024-01-14,F01,P005,68
2024-01-14,F01,P007,171
2024-01-14,F01,P008,217
2024-01-14,F01,P009,116
2024-01-14,F01,P010,138
2024-01-14,F01,P011,34
2024-01-14,F01,P012,274
2024-01-14,F01,P013,26
2024-01-14,F01,P014,76
2024-01-14,F01,P016,244
2024-01-14,F01,P017,208
2024-01-14,F01,P018,405
2024-01-14,F01,P019,249
2024-01-14,F01,P020,205
2024-01-14,F01,P021,533
2024-01-14,F01,P022,329
2024-01-14,F01,P023,96
2024-01-14,F01,P026,68
2024-01-14,F01,P027,134
2024-01-14,F01,P028,343
2024-01-14,F01,P030,48
2024-01-14,F01,P031,164
2024-01-14,F01,P032,236
2024-01-14,F01,P033,314
2024-01-14,F01,P034,381
2024-01-14,F01,P035,136
2024-01-14,F01,P037,43
2024-01-14,F01,P038,120
2024-01-14,F01,P039,132
2024-01-14,F01,P040,71
2024-01-14,F01,P041,251
2024-01-14,F01,P044,85
2024-01-14,F01,P045,50
2024-01-14,F01,P046,393
2024-01-14,F01,P047,104
2024-01-14,F01,P048,993
2024-01-14,F01,P049,789
2024-01-14,F01,P050,285
2024-01-14,F01,P051,101
2024-01-14,F01,P052,183
2024-01-14,F01,P053,159
2024-01-14,F01,P054,30
2024-01-14,F01,P055,93
2024-01-14,F01,P057,54
2024-01-14,F01,P058,240
2024-01-14,F01,P059,350
2024-01-14,F01,P060,35
2024-01-14,F01,P061,180
2024-01-14,F01,P063,315
2024-01-14,F01,P064,278
2024-01-14,F01,P065,237
2024-01-14,F01,P066,129
2024-01-14,F01,P067,226
2024-01-14,F01,P068,158
2024-01-14,F01,P069,159
2024-01-14,F01,P070,180
2024-01-14,F01,P072,17
2024-01-14,F01,P073,81
2024-01-14,F01,P074,205
2024-01-14,F01,P075,258
2024-01-14,F01,P077,337
2024-01-14,F01,P078,367
2024-01-14,F01,P079,57
2024-01-14,F01,P080,218
2024-01-14,F01,P081,726
2024-01-14,F01,P082,113
2024-01-14,F01,P083,8
2024-01-14,F01,P084,40
2024-01-14,F01,P085,242
2024-01-14,F01,P086,290
2024-01-14,F01,P087,127
2024-01-14,F01,P088,51
2024-01-14,F01,P089,99
2024-01-14,F01,P090,205
2024-01-14,F01,P091,184
2024-01-14,F01,P092,218
2024-01-14,F01,P093,127
2024-01-14,F01,P094,280
2024-01-14,F01,P095,204
2024-01-14,F01,P096,132
2024-01-14,F01,P097,27
2024-01-14,F01,P098,48
2024-01-14,F01,P100,389
2024-01-14,F02,P001,204
2024-01-14,F02,P002,201
2024-01-14,F02,P003,9
2024-01-14,F02,P004,66
2024-01-14,F02,P005,101
2024-01-14,F02,P008,50
2024-01-14,F02,P009,66
2024-01-14,F02,P010,92
2024-01-14,F02,P013,4
2024-01-14,F02,P014,42
2024-01-14,F02,P015,40
2024-01-14,F02,P016,112
2024-01-14,F02,P018,25
2024-01-14,F02,P019,52
2024-01-14,F02,P021,19
2024-01-14,F02,P022,43
2024-01-14,F02,P023,6
2024-01-14,F02,P024,64
2024-01-14,F02,P026,124
2024-01-14,F02,P027,47
2024-01-14,F02,P028,21
2024-01-14,F02,P029,49
2024-01-14,F02,P031,125
2024-01-14,F02,P032,55
2024-01-14,F02,P033,33
2024-01-14,F02,P034,109
2024-01-14,F02,P035,65
2024-01-14,F02,P036,54
2024-01-14,F02,P038,41
2024-01-14,F02,P040,7
2024-01-14,F02,P041,158
2024-01-14,F02,P042,43
2024-01-14,F02,P043,208
2024-01-14,F02,P044,35
2024-01-14,F02,P045,36
2024-01-14,F02,P046,13
2024-01-14,F02,P047,84
2024-01-14,F02,P048,71
2024-01-14,F02,P049,59
2024-01-14,F02,P051,110
2024-01-14,F02,P053,41
2024-01-14,F02,P055,61
2024-01-14,F02,P056,205
2024-01-14,F02,P057,41
2024-01-14,F02,P058,79
2024-01-14,F02,P059,36
2024-01-14,F02,P060,20
2024-01-14,F02,P061,126
2024-01-14,F02,P062,35
2024-01-14,F02,P063,49
2024-01-14,F02,P065,110
2024-01-14,F02,P067,90
2024-01-14,F02,P069,45
2024-01-14,F02,P070,116
2024-01-14,F02,P071,32
2024-01-14,F02,P074,29
2024-01-14,F02,P075,42
2024-01-14,F02,P076,48
2024-01-14,F02,P077,158
2024-01-14,F02,P079,126
2024-01-14,F02,P080,42
2024-01-14,F02,P081,76
2024-01-14,F02,P082,26
2024-01-14,F02,P083,17
2024-01-14,F02,P085,78
2024-01-14,F02,P086,42
2024-01-14,F02,P087,29
2024-01-14,F02,P091,22
2024-01-14,F02,P092,179
2024-01-14,F02,P093,14
2024-01-14,F02,P094,39
2024-01-14,F02,P095,23
2024-01-14,F02,P096,146
2024-01-14,F02,P099,27
2024-01-14,F03,P001,55
2024-01-14,F03,P002,68
2024-01-14,F03,P003,36
2024-01-14,F03,P004,89
2024-01-14,F03,P005,289
2024-01-14,F03,P006,34
2024-01-14,F03,P007,32
2024-01-14,F03,P008,29
2024-01-14,F03,P009,20
2024-01-14,F03,P010,56
2024-01-14,F03,P011,181
2024-01-14,F03,P012,94
2024-01-14,F03,P013,156
2024-01-14,F03,P014,215
2024-01-14,F03,P015,35
2024-01-14,F03,P016,94
2024-01-14,F03,P017,107
2024-01-14,F03,P018,26
2024-01-14,F03,P019,98
2024-01-14,F03,P020,78
2024-01-14,F03,P021,46
2024-01-14,F03,P022,240
2024-01-14,F03,P023,142
2024-01-14,F03,P024,63
2024-01-14,F03,P025,100
2024-01-14,F03,P026,75
2024-01-14,F03,P027,68
2024-01-14,F03,P028,288
2024-01-14,F03,P029,167
2024-01-14,F03,P030,17
2024-01-14,F03,P031,50
2024-01-14,F03,P032,55
2024-01-14,F03,P033,113
2024-01-14,F03,P034,92
2024-01-14,F03,P035,73
2024-01-14,F03,P036,97
2024-01-14,F03,P037,44
2024-01-14,F03,P038,31
2024-01-14,F03,P039,91
2024-01-14,F03,P040,74
2024-01-14,F03,P041,41
2024-01-14,F03,P042,175
2024-01-14,F03,P043,24
2024-01-14,F03,P044,145
2024-01-14,F03,P045,263
2024-01-14,F03,P046,97
2024-01-14,F03,P047,167
2024-01-14,F03,P049,34
2024-01-14,F03,P050,165
2024-01-14,F03,P051,98
2024-01-14,F03,P052,37
2024-01-14,F03,P053,19
2024-01-14,F03,P054,21
2024-01-14,F03,P055,24
2024-01-14,F03,P056,637
2024-01-14,F03,P057,79
2024-01-14,F03,P058,53
2024-01-14,F03,P059,49
2024-01-14,F03,P060,451
2024-01-14,F03,P061,178
2024-01-14,F03,P062,26
2024-01-14,F03,P063,115
2024-01-14,F03,P064,126
2024-01-14,F03,P065,49
2024-01-14,F03,P066,24
2024-01-14,F03,P067,222
2024-01-14,F03,P068,294
2024-01-14,F03,P069,54
2024-01-14,F03,P070,99
2024-01-14,F03,P073,233
2024-01-14,F03,P074,34
2024-01-14,F03,P075,14
2024-01-14,F03,P076,137
2024-01-14,F03,P077,70
2024-01-14,F03,P078,227
2024-01-14,F03,P079,53
2024-01-14,F03,P080,66
2024-01-14,F03,P081,57
2024-01-14,F03,P082,122
2024-01-14,F03,P083,215
2024-01-14,F03,P084,56
2024-01-14,F03,P085,19
2024-01-14,F03,P086,190
2024-01-14,F03,P087,208
2024-01-14,F03,P088,126
2024-01-14,F03,P089,205
2024-01-14,F03,P090,318
2024-01-14,F03,P091,116
2024-01-14,F03,P092,87
2024-01-14,F03,P093,83
2024-01-14,F03,P094,185
2024-01-14,F03,P095,20
2024-01-14,F03,P096,52
2024-01-14,F03,P097,113
2024-01-14,F03,P098,51
2024-01-14,F03,P099,91
2024-01-14,F03,P100,189
2024-01-14,F04,P001,94
2024-01-14,F04,P002,219
2024-01-14,F04,P003,59
2024-01-14,F04,P004,595
2024-01-14,F04,P005,236
2024-01-14,F04,P006,157
2024-01-14,F04,P007,676
2024-01-14,F04,P008,570
2024-01-14,F04,P009,243
2024-01-14,F04,P010,88
2024-01-14,F04,P012,472
2024-01-14,F04,P013,84
2024-01-14,F04,P014,129
2024-01-14,F04,P015,285
2024-01-14,F04,P016,170
2024-01-14,F04,P018,97
2024-01-14,F04,P019,142
2024-01-14,F04,P020,60
2024-01-14,F04,P021,1182
2024-01-14,F04,P022,97
2024-01-14,F04,P023,354
2024-01-14,F04,P024,42
2024-01-14,F04,P026,953
2024-01-14,F04,P027,479
2024-01-14,F04,P028,95
2024-01-14,F04,P029,214
2024-01-14,F04,P030,433
2024-01-14,F04,P031,243
2024-01-14,F04,P032,75
2024-01-14,F04,P033,396
2024-01-14,F04,P034,130
2024-01-14,F04,P035,838
2024-01-14,F04,P036,552
2024-01-14,F04,P037,634
2024-01-14,F04,P038,735
2024-01-14,F04,P040,526
2024-01-14,F04,P041,767
2024-01-14,F04,P042,573
2024-01-14,F04,P043,358
2024-01-14,F04,P044,76
2024-01-14,F04,P045,620
2024-01-14,F04,P046,383
2024-01-14,F04,P047,261
2024-01-14,F04,P048,180
2024-01-14,F04,P049,34
2024-01-14,F04,P050,57
2024-01-14,F04,P051,1967
2024-01-14,F04,P052,76
2024-01-14,F04,P053,89
2024-01-14,F04,P054,583
2024-01-14,F04,P055,46
2024-01-14,F04,P056,865
2024-01-14,F04,P057,754
2024-01-14,F04,P058,147
2024-01-14,F04,P059,188
2024-01-14,F04,P060,217
2024-01-14,F04,P061,218
2024-01-14,F04,P062,389
2024-01-14,F04,P063,189
2024-01-14,F04,P064,79
2024-01-14,F04,P065,24
2024-01-14,F04,P066,4
2024-01-14,F04,P067,136
2024-01-14,F04,P071,421
2024-01-14,F04,P072,567
2024-01-14,F04,P073,50
2024-01-14,F04,P074,489
2024-01-14,F04,P075,38
2024-01-14,F04,P076,230
2024-01-14,F04,P077,123
2024-01-14,F04,P078,709
2024-01-14,F04,P079,685
2024-01-14,F04,P081,36
2024-01-14,F04,P082,944
2024-01-14,F04,P083,262
2024-01-14,F04,P084,110
2024-01-14,F04,P085,112
2024-01-14,F04,P086,35
2024-01-14,F04,P087,178
2024-01-14,F04,P089,435
2024-01-14,F04,P091,37
2024-01-14,F04,P092,325
2024-01-14,F04,P093,306
2024-01-14,F04,P094,677
2024-01-14,F04,P095,385
2024-01-14,F04,P096,337
2024-01-14,F04,P097,1505
2024-01-14,F04,P098,106
2024-01-14,F04,P099,216
2024-01-14,F05,P002,1136
2024-01-14,F05,P003,802
2024-01-14,F05,P005,389
2024-01-14,F05,P007,26
2024-01-14,F05,P008,444
2024-01-14,F05,P009,618
2024-01-14,F05,P010,1211
2024-01-14,F05,P011,350
2024-01-14,F05,P012,102
2024-01-14,F05,P014,623
2024-01-14,F05,P015,1203
2024-01-14,F05,P018,201
2024-01-14,F05,P020,53
2024-01-14,F05,P021,1335
2024-01-14,F05,P023,1421
2024-01-14,F05,P024,189
2024-01-14,F05,P025,1683
2024-01-14,F05,P028,1760
2024-01-14,F05,P029,784
2024-01-14,F05,P030,1236
2024-01-14,F05,P032,2586
2024-01-14,F05,P034,137
2024-01-14,F05,P038,95
2024-01-14,F05,P041,2460
2024-01-14,F05,P043,301
2024-01-14,F05,P044,653
2024-01-14,F05,P045,499
2024-01-14,F05,P046,1176
2024-01-14,F05,P048,86
2024-01-14,F05,P050,1708
2024-01-14,F05,P051,91
2024-01-14,F05,P052,338
2024-01-14,F05,P056,157
2024-01-14,F05,P057,835
2024-01-14,F05,P059,295
2024-01-14,F05,P061,529
2024-01-14,F05,P062,869
2024-01-14,F05,P065,319
2024-01-14,F05,P067,789
2024-01-14,F05,P069,205
2024-01-14,F05,P070,53
2024-01-14,F05,P071,41
2024-01-14,F05,P076,189
2024-01-14,F05,P079,23
2024-01-14,F05,P081,640
2024-01-14,F05,P083,1665
2024-01-14,F05,P084,1175
2024-01-14,F05,P086,404
2024-01-14,F05,P087,436
2024-01-14,F05,P088,927
2024-01-14,F05,P089,431
2024-01-14,F05,P090,1316
2024-01-14,F05,P091,1585
2024-01-14,F05,P092,2354
2024-01-14,F05,P094,309
2024-01-14,F05,P097,1224
2024-01-14,F06,P001,933
2024-01-14,F06,P002,482
2024-01-14,F06,P003,84
2024-01-14,F06,P004,118
2024-01-14,F06,P005,750
2024-01-14,F06,P006,146
2024-01-14,F06,P007,256
2024-01-14,F06,P008,829
2024-01-14,F06,P009,191
2024-01-14,F06,P010,383
2024-01-14,F06,P011,1053
2024-01-14,F06,P012,560
2024-01-14,F06,P013,472
2024-01-14,F06,P014,296
2024-01-14,F06,P015,720
2024-01-14,F06,P017,1457
2024-01-14,F06,P018,927
2024-01-14,F06,P019,8
2024-01-14,F06,P020,762
2024-01-14,F06,P021,152
2024-01-14,F06,P022,288
2024-01-14,F06,P023,1542
2024-01-14,F06,P024,169
2024-01-14,F06,P025,1427
2024-01-14,F06,P026,371
